ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label,churn rate,active customers,churned customers,Revenue lost,Toal revenue lost,Tenure in groups,
103,Female,77,No,Yes,No,No,0,Q3,No,0,23,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2,Yes,,,,2179.25,2708096,13-24 Months,
104,Female,80,No,Yes,Yes,No,0,Q3,Yes,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1,Yes,,,,1450.95,2705917,13-24 Months,
105,Male,68,No,Yes,No,No,0,Q3,No,0,17,No Offer,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,1,Yes,,,,765.85,2704466,13-24 Months,
106,Female,79,No,Yes,No,No,0,Q3,No,0,42,No Offer,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,2,Yes,,,,3555.3,2703700,25-48 Months,
107,Male,65,No,Yes,No,No,0,Q3,No,0,1,No Offer,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,3,Yes,,,,79.1,2700145,0-12 Months,
108,Male,68,No,Yes,No,No,0,Q3,No,0,1,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,2,Yes,,,,50.15,2700066,0-12 Months,
109,Female,72,No,Yes,No,No,0,Q3,No,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,1,Yes,,,,69.6,2700016,0-12 Months,
110,Female,66,No,Yes,No,No,0,Q3,No,0,41,No Offer,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,1,Yes,,,,4641.2,2699946,25-48 Months,
111,Male,68,No,Yes,No,No,0,Q3,No,0,13,No Offer,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1,Yes,,,,1176.5,2695305,13-24 Months,
112,Male,69,No,Yes,Yes,No,0,Q3,Yes,1,32,No Offer,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,1,Yes,,,,2720,2694128,25-48 Months,
113,Male,76,No,Yes,Yes,No,0,Q3,Yes,1,32,No Offer,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,1,Yes,,,,2729.6,2691408,25-48 Months,
114,Male,70,No,Yes,Yes,No,0,Q3,Yes,1,57,No Offer,No,0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2,Yes,,,,2556.45,2688679,49+ Months,
115,Male,71,No,Yes,No,No,0,Q3,No,0,1,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,2,Yes,,,,45.1,2686122,0-12 Months,
116,Male,75,No,Yes,No,No,0,Q3,No,0,1,Offer E,No,0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,3,Yes,,,,43.3,2686077,0-12 Months,
117,Female,67,No,Yes,No,No,0,Q3,No,0,38,No Offer,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,1,Yes,,,,2171.7,2686034,25-48 Months,
118,Female,65,No,Yes,Yes,No,0,Q3,Yes,1,35,No Offer,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,1,Yes,,,,3517.5,2683862,25-48 Months,
119,Female,80,No,Yes,No,No,0,Q3,No,0,1,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,1,Yes,,,,45.1,2680345,0-12 Months,
120,Male,71,No,Yes,Yes,No,0,Q3,Yes,1,30,No Offer,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,3,Yes,,,,1512,2680299,25-48 Months,
121,Female,70,No,Yes,No,No,0,Q3,No,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,3,Yes,,,,394.75,2678787,0-12 Months,
122,Male,73,No,Yes,No,No,0,Q3,No,0,1,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,1,Yes,,,,93.55,2678393,0-12 Months,
123,Male,78,No,Yes,Yes,No,0,Q3,Yes,1,58,No Offer,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,1,Yes,,,,6313.3,2678299,49+ Months,
124,Female,76,No,Yes,No,No,0,Q3,No,0,16,No Offer,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,2,Yes,,,,1356,2671986,13-24 Months,
125,Female,73,No,Yes,No,No,0,Q3,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,2,Yes,,,,69.95,2670630,0-12 Months,
126,Female,68,No,Yes,Yes,No,0,Q3,Yes,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81,1,Yes,,,,405,2670560,0-12 Months,
127,Male,79,No,Yes,No,No,0,Q3,No,0,21,No Offer,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1,Yes,,,,2032.8,2670155,13-24 Months,
128,Female,67,No,Yes,No,No,0,Q3,No,0,43,No Offer,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,1,Yes,,,,4650.45,2668122,25-48 Months,
129,Female,69,No,Yes,Yes,No,0,Q3,Yes,1,32,No Offer,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,3,Yes,,,,2982.4,2663472,25-48 Months,
130,Female,72,No,Yes,No,No,0,Q3,No,0,1,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,3,Yes,,,,70.55,2660489,0-12 Months,
131,Male,75,No,Yes,Yes,No,0,Q3,Yes,1,29,No Offer,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3,Yes,,,,2856.5,2660419,25-48 Months,
132,Male,67,No,Yes,Yes,No,0,Q3,Yes,1,13,No Offer,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1,Yes,,,,1238.25,2657562,13-24 Months,
133,Male,72,No,Yes,Yes,No,0,Q3,Yes,1,7,No Offer,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,3,Yes,,,,520.8,2656324,0-12 Months,
134,Female,68,No,Yes,No,No,0,Q3,No,0,2,No Offer,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,1,Yes,,,,177.1,2655803,0-12 Months,
135,Female,68,No,Yes,No,No,0,Q3,No,0,1,No Offer,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,3,Yes,,,,91.3,2655626,0-12 Months,
136,Male,75,No,Yes,Yes,No,0,Q3,Yes,1,7,No Offer,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,2,Yes,,,,490.7,2655535,0-12 Months,
137,Male,74,No,Yes,Yes,No,0,Q3,Yes,1,57,No Offer,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,2,Yes,,,,5429.25,2655044,49+ Months,
138,Female,78,No,Yes,Yes,No,0,Q3,Yes,4,1,No Offer,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1,Yes,,,,100.8,2649615,0-12 Months,
139,Male,66,No,Yes,Yes,No,0,Q3,Yes,2,17,No Offer,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1,Yes,,,,1299.65,2649514,13-24 Months,
140,Female,73,No,Yes,No,No,0,Q3,No,0,3,No Offer,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,2,Yes,,,,260.55,2648214,0-12 Months,
141,Male,79,No,Yes,Yes,No,0,Q3,Yes,1,66,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,1,Yes,,,,6567,2647954,49+ Months,
142,Male,69,No,Yes,Yes,No,0,Q3,Yes,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,3,Yes,,,,7479.6,2641387,49+ Months,
143,Female,65,No,Yes,Yes,No,0,Q3,Yes,2,15,No Offer,Yes,44.13,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,3,Yes,,,,1245.75,2633907,13-24 Months,
144,Female,68,No,Yes,No,No,0,Q3,No,0,56,No Offer,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,3,Yes,,,,5866,2632661,49+ Months,
145,Female,79,No,Yes,No,No,0,Q3,No,0,21,No Offer,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,2,Yes,,,,1979.25,2626795,13-24 Months,
146,Female,80,No,Yes,No,No,0,Q3,No,0,1,No Offer,Yes,47.97,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,2,Yes,,,,70.15,2624816,0-12 Months,
147,Male,77,No,Yes,Yes,No,0,Q3,Yes,3,32,No Offer,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,2,Yes,,,,3403.2,2624746,25-48 Months,
148,Female,65,No,Yes,Yes,No,0,Q3,Yes,1,40,No Offer,Yes,49.5,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,1,Yes,,,,3782,2621343,25-48 Months,
149,Male,66,No,Yes,No,No,0,Q3,No,0,2,No Offer,No,0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,3,Yes,,,,48.9,2617561,0-12 Months,
150,Male,75,No,Yes,No,No,0,Q3,No,0,7,No Offer,Yes,39.51,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,3,Yes,,,,593.6,2617512,0-12 Months,
151,Female,74,No,Yes,No,No,0,Q3,No,0,31,No Offer,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3,Yes,,,,3098.45,2616918,25-48 Months,
152,Female,80,No,Yes,No,No,0,Q3,No,0,14,No Offer,Yes,29.96,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1,Yes,,,,1467.9,2613820,13-24 Months,
153,Male,74,No,Yes,No,No,0,Q3,No,0,15,No Offer,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1,Yes,,,,1113,2612352,13-24 Months,
154,Male,70,No,Yes,Yes,No,0,Q3,No,0,59,No Offer,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,2,Yes,,,,5537.15,2611239,49+ Months,
155,Male,76,No,Yes,Yes,No,0,Q3,Yes,3,46,No Offer,Yes,49.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,1,Yes,,,,4632.2,2605702,25-48 Months,
156,Female,72,No,Yes,No,No,0,Q3,No,0,25,No Offer,Yes,36.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,3,Yes,,,,2242.5,2601070,25-48 Months,
157,Female,66,No,Yes,No,No,0,Q3,No,0,16,No Offer,Yes,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,3,Yes,,,,1542.4,2598827,13-24 Months,
158,Male,75,No,Yes,No,No,0,Q3,No,0,1,No Offer,Yes,41.2,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,2,Yes,,,,69.5,2597285,0-12 Months,
159,Male,65,No,Yes,Yes,No,0,Q3,Yes,1,36,No Offer,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,2,Yes,,,,3069,2597215,25-48 Months,
160,Male,79,No,Yes,No,No,0,Q3,No,0,45,No Offer,Yes,10.67,No,Yes,DSL,17,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,1,Yes,,,,2821.5,2594146,25-48 Months,
161,Male,73,No,Yes,No,No,0,Q3,No,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2,Yes,,,,2648.75,2591325,25-48 Months,
162,Male,79,No,Yes,No,No,0,Q3,No,0,39,Offer C,Yes,41.93,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,1,Yes,,,,3730.35,2588676,25-48 Months,
163,Female,70,No,Yes,Yes,No,0,Q3,Yes,1,31,Offer C,Yes,47.95,No,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2,Yes,,,,3065.9,2584946,25-48 Months,
164,Male,71,No,Yes,No,No,0,Q3,No,0,3,No Offer,Yes,30.25,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,1,Yes,,,,228.15,2581880,0-12 Months,
165,Male,69,No,Yes,No,No,0,Q3,No,0,1,No Offer,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,1,Yes,,,,69.75,2581652,0-12 Months,
166,Female,70,No,Yes,No,No,0,Q3,No,0,33,Offer C,Yes,17.24,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,1,Yes,,,,3644.85,2581582,25-48 Months,
167,Male,71,No,Yes,Yes,No,0,Q3,Yes,1,7,No Offer,Yes,42.92,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,2,Yes,,,,694.75,2577937,0-12 Months,
168,Male,67,No,Yes,No,No,0,Q3,No,0,19,No Offer,Yes,16.78,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,3,Yes,,,,1517.15,2577242,13-24 Months,
169,Male,67,No,Yes,Yes,No,0,Q3,Yes,2,8,No Offer,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,1,Yes,,,,643.6,2575725,0-12 Months,
170,Female,69,No,Yes,No,No,0,Q3,No,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1,Yes,,,,1310.4,2575082,13-24 Months,
171,Male,75,No,Yes,No,No,0,Q3,No,0,10,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1,Yes,,,,792.5,2573771,0-12 Months,
172,Male,67,No,Yes,No,No,0,Q3,No,0,5,No Offer,Yes,45.72,No,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2,Yes,,,,447.5,2572979,0-12 Months,
173,Male,66,No,Yes,Yes,No,0,Q3,No,0,1,No Offer,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,1,Yes,,,,86.05,2572531,0-12 Months,
174,Female,67,No,Yes,No,No,0,Q3,No,0,10,Offer D,No,0,No,Yes,DSL,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,1,Yes,,,,347,2572445,0-12 Months,
175,Male,71,No,Yes,Yes,No,0,Q3,Yes,1,53,No Offer,Yes,21.67,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,1,Yes,,,,3182.65,2572098,49+ Months,
176,Male,74,No,Yes,Yes,No,0,Q3,Yes,1,16,Offer D,Yes,26.12,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1,Yes,,,,1188.8,2568915,13-24 Months,
177,Female,70,No,Yes,No,No,0,Q3,No,0,9,No Offer,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,1,Yes,,,,670.95,2567727,0-12 Months,
178,Male,76,No,Yes,Yes,No,0,Q3,Yes,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,1,Yes,,,,3356.8,2567056,25-48 Months,
179,Male,67,No,Yes,Yes,No,0,Q3,Yes,1,1,No Offer,Yes,17.36,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,3,Yes,,,,74.4,2563699,0-12 Months,
180,Male,80,No,Yes,No,No,0,Q3,No,0,8,No Offer,Yes,14.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,1,Yes,,,,557.6,2563624,0-12 Months,
181,Female,67,No,Yes,Yes,No,0,Q3,Yes,1,12,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,3,Yes,,,,1177.2,2563067,0-12 Months,
182,Female,68,No,Yes,Yes,No,0,Q3,Yes,1,4,No Offer,Yes,18.91,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,1,Yes,,,,398.4,2561890,0-12 Months,
183,Male,69,No,Yes,Yes,No,0,Q3,Yes,1,70,No Offer,Yes,17.45,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,1,Yes,,,,7206.5,2561491,49+ Months,
184,Female,80,No,Yes,No,No,0,Q3,No,0,1,No Offer,Yes,28.64,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71,3,Yes,,,,71,2554285,0-12 Months,
185,Female,73,No,Yes,Yes,No,0,Q3,Yes,1,47,No Offer,Yes,26.95,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3,Yes,,,,3315.85,2554214,25-48 Months,
186,Female,73,No,Yes,Yes,No,0,Q3,Yes,1,1,No Offer,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,1,Yes,,,,69.25,2550898,0-12 Months,
187,Male,65,No,Yes,No,No,0,Q3,No,0,12,Offer D,Yes,28.63,No,Yes,Cable,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1,Yes,,,,1005.6,2550829,0-12 Months,
188,Male,73,No,Yes,No,No,0,Q3,No,0,53,No Offer,No,0,No,Yes,DSL,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2,Yes,,,,2885.85,2549823,49+ Months,
189,Male,78,No,Yes,Yes,No,0,Q3,No,0,41,No Offer,Yes,22.56,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,1,Yes,,,,4091.8,2546937,25-48 Months,
190,Male,68,No,Yes,No,No,0,Q3,No,0,5,No Offer,Yes,2.27,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,2,Yes,,,,351.25,2542845,0-12 Months,
191,Male,65,No,Yes,Yes,No,0,Q3,Yes,1,69,No Offer,Yes,16.34,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,1,Yes,,,,6206.55,2542494,49+ Months,
192,Male,67,No,Yes,No,No,0,Q3,No,0,14,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,3,Yes,,,,1049.3,2536288,13-24 Months,
193,Female,70,No,Yes,No,No,0,Q3,No,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,1,Yes,,,,2380.8,2535238,25-48 Months,
194,Female,69,No,Yes,Yes,No,0,Q3,Yes,1,50,No Offer,Yes,4.6,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3,Yes,,,,3552.5,2532858,49+ Months,
195,Female,73,No,Yes,No,No,0,Q3,No,0,2,No Offer,No,0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,1,Yes,,,,60.8,2529305,0-12 Months,
196,Male,74,No,Yes,No,No,0,Q3,No,0,23,No Offer,Yes,17.62,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,1,Yes,,,,2447.2,2529244,13-24 Months,
197,Female,78,No,Yes,No,No,0,Q3,No,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,3,Yes,,,,171.1,2526797,0-12 Months,
198,Male,77,No,Yes,Yes,No,0,Q3,Yes,1,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,3,Yes,,,,2389.5,2526626,25-48 Months,
199,Female,70,No,Yes,No,No,0,Q3,No,0,1,No Offer,Yes,22.92,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,1,Yes,,,,19.45,2524236,0-12 Months,
200,Female,78,No,Yes,Yes,No,0,Q3,No,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,3,Yes,,,,2750.4,2524217,25-48 Months,
201,Female,75,No,Yes,No,No,0,Q3,No,0,16,No Offer,Yes,36.83,No,Yes,DSL,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1,Yes,,,,950.4,2521467,13-24 Months,
202,Female,75,No,Yes,No,No,0,Q3,No,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1,Yes,,,,3782.9,2520516,25-48 Months,
203,Male,76,No,Yes,No,No,0,Q3,No,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,3,Yes,,,,190.2,2516733,0-12 Months,
204,Male,70,No,Yes,Yes,No,0,Q3,Yes,1,17,No Offer,Yes,9.5,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,2,Yes,,,,1385.5,2516543,13-24 Months,
205,Male,67,No,Yes,Yes,No,0,Q3,Yes,1,3,Offer E,No,0,No,Yes,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,1,Yes,,,,109.35,2515158,0-12 Months,
206,Female,69,No,Yes,No,No,0,Q3,No,0,1,Offer E,No,0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,1,Yes,,,,25.05,2515048,0-12 Months,
